,car_ID,symboling,doornumber,carbody,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,enginelocation_rear,aspiration_turbo,fueltype_gas,CarName_code,drivewheel_code,fuelsystem_code
0,-0.5,0.4331707317073171,-0.5609756097560976,-0.6536585365853659,-0.2961103605205184,-0.07834728795049316,-0.15065040650406303,-0.410406504065044,-0.0029347764385323992,0.019512195121951237,-0.03804878048780491,0.011670501610676488,0.10017421602787355,-0.27400696864111224,-0.07140853658536594,0.028678861788617914,-0.051070184171229424,-0.11720867208672085,-0.09871630295250318,0.005419031559214886,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.4988256549232159,0.3365853658536585,0.24947735191637635
1,-0.4950980392156863,0.4331707317073171,-0.5609756097560976,-0.6536585365853659,-0.2961103605205184,-0.07834728795049316,-0.15065040650406303,-0.410406504065044,-0.0029347764385323992,0.019512195121951237,-0.03804878048780491,0.011670501610676488,0.10017421602787355,-0.27400696864111224,-0.07140853658536594,0.028678861788617914,-0.051070184171229424,-0.11720867208672085,-0.09871630295250318,0.08001810806981516,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.4988256549232159,0.3365853658536585,0.24947735191637635
2,-0.49019607843137253,0.03317073170731708,-0.5609756097560976,-0.15365853658536588,-0.12409869871293816,-0.04252639242810543,-0.03398373983739589,-0.11040650406504386,0.10373706219606807,0.019512195121951237,0.1619512195121951,0.09468936953520479,-0.4641114982578408,0.10218350754936394,-0.07140853658536594,0.2078455284552846,-0.051070184171229424,-0.1727642276422764,-0.1250320924261874,0.08001810806981516,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.4988256549232159,0.3365853658536585,0.24947735191637635
3,-0.4852941176470588,0.2331707317073171,0.4390243902439024,0.09634146341463412,0.030420251724379486,0.03807062249726779,0.024349593495937683,0.04792682926828936,-0.08478116899089858,0.019512195121951237,-0.03804878048780491,-0.06757478140819144,-0.09982578397212664,0.06885017421603047,-0.008908536585365945,-0.008821138211382085,0.1530114484818318,-0.03387533875338752,-0.01976893453145055,0.01671439921722591,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.46178861788617886,-0.1634146341463415,0.24947735191637635
4,-0.4803921568627451,0.2331707317073171,0.4390243902439024,0.09634146341463412,0.01875844414420481,0.03807062249726779,0.04101626016260459,0.04792682926828936,0.10412495979110298,0.019512195121951237,0.06195121951219509,0.034312011044638754,-0.09982578397212664,0.06885017421603047,-0.13390853658536594,0.045345528455284584,0.1530114484818318,-0.20054200542005418,-0.23029525032092424,0.10360184274038761,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.46178861788617886,-0.6634146341463415,0.24947735191637635
5,-0.47549019607843135,0.2331707317073171,-0.5609756097560976,0.09634146341463412,0.030420251724379486,0.04851838369129789,0.03268292682927054,-0.052073170731710285,-0.018838577834963743,0.019512195121951237,0.06195121951219509,0.034312011044638754,-0.09982578397212664,0.06885017421603047,-0.10265853658536594,0.024512195121951248,0.1530114484818318,-0.1727642276422764,-0.1513478818998716,0.048986878240114544,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.46178861788617886,-0.1634146341463415,0.24947735191637635
6,-0.47058823529411764,0.03317073170731708,0.4390243902439024,0.09634146341463412,0.20534736542700333,0.2783691299599543,0.45768292682927125,0.1645934959349565,0.11188291169180119,0.019512195121951237,0.06195121951219509,0.034312011044638754,-0.09982578397212664,0.06885017421603047,-0.10265853658536594,0.024512195121951248,0.1530114484818318,-0.1727642276422764,-0.1513478818998716,0.11005633854496534,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.46178861788617886,-0.1634146341463415,0.24947735191637635
7,-0.46568627450980393,0.03317073170731708,0.4390243902439024,0.3463414634146341,0.20534736542700333,0.2783691299599543,0.45768292682927125,0.1645934959349565,0.15455164714564137,0.019512195121951237,0.06195121951219509,0.034312011044638754,-0.09982578397212664,0.06885017421603047,-0.10265853658536594,0.024512195121951248,0.1530114484818318,-0.1727642276422764,-0.1513478818998716,0.14009456902011555,-0.014634146341463415,-0.18048780487804877,0.09756097560975607,-0.46178861788617886,-0.1634146341463415,0.24947735191637635
8,-0.46078431372549017,0.03317073170731708,0.4390243902439024,0.09634146341463412,0.20534736542700333,0.2783691299599543,0.45768292682927125,0.1812601626016228,0.20575412969024962,0.019512195121951237,0.06195121951219509,0.015444086516336865,-0.14268292682926953,0.06885017421603047,-0.1151585365853659,0.14951219512195124,0.1530114484818318,-0.22831978319783197,-0.28292682926829266,0.2631023640650488,-0.014634146341463415,0.8195121951219513,0.09756097560975607,-0.46178861788617886,-0.1634146341463415,0.24947735191637635
9,-0.45588235294117646,-0.1668292682926829,-0.5609756097560976,-0.15365853658536588,0.021673896039248377,0.061951219512193074,0.1660162601626046,-0.14373983739837706,0.19295350905409756,0.019512195121951237,0.06195121951219509,0.015444086516336865,-0.14268292682926953,0.06885017421603047,-0.19640853658536594,0.23284552845528458,0.1530114484818318,-0.25609756097560976,-0.23029525032092424,0.11375940691297094,-0.014634146341463415,0.8195121951219513,0.09756097560975607,-0.46178861788617886,-0.6634146341463415,0.24947735191637635
